tower_id,column_id,column_name,level_id,module_id,counter_in_module,counter_id,x_center_m,y_center_m,z_center_m,x_lo_m,x_hi_m,y_lo_m,y_hi_m,z_lo_m,z_hi_m
2,5,C5,1,29,2,506,11.3818,14.018,0.752,11.1193,11.6442,13.244,14.792,0.0,1.504
2,5,C5,1,29,3,507,11.6442,12.47,0.752,11.3818,11.9067,11.696,13.244,0.0,1.504
2,5,C5,1,29,4,508,11.3818,12.47,0.752,11.1193,11.6442,11.696,13.244,0.0,1.504
2,5,C5,1,29,5,509,11.6442,10.922,0.752,11.3818,11.9067,10.148,11.696,0.0,1.504
2,5,C5,1,29,6,510,11.3818,10.922,0.752,11.1193,11.6442,10.148,11.696,0.0,1.504
2,5,C5,1,29,7,511,11.3818,9.374,0.752,11.1193,11.6442,8.6,10.148,0.0,1.504
2,5,C5,1,29,8,512,11.6442,9.374,0.752,11.3818,11.9067,8.6,10.148,0.0,1.504
2,5,C5,2,30,1,513,11.6442,14.018,2.256,11.3818,11.9067,13.244,14.792,1.504,3.008
2,5,C5,2,30,2,514,11.3818,14.018,2.256,11.1193,11.6442,13.244,14.792,1.504,3.008
2,5,C5,2,30,3,515,11.6442,12.47,2.256,11.3818,11.9067,11.696,13.244,1.504,3.008
2,5,C5,2,30,4,516,11.3818,12.47,2.256,11.1193,11.6442,11.696,13.244,1.504,3.008
2,5,C5,2,30,5,517,11.6442,10.922,2.256,11.3818,11.9067,10.148,11.696,1.504,3.008
2,5,C5,2,30,6,518,11.3818,10.922,2.256,11.1193,11.6442,10.148,11.696,1.504,3.008
2,5,C5,2,30,7,519,11.3818,9.374,2.256,11.1193,11.6442,8.6,10.148,1.504,3.008
2,5,C5,2,30,8,520,11.6442,9.374,2.256,11.3818,11.9067,8.6,10.148,1.504,3.008
2,5,C5,3,31,1,521,11.6442,14.018,3.76,11.3818,11.9067,13.244,14.792,3.008,4.512
2,5,C5,3,31,2,522,11.3818,14.018,3.76,11.1193,11.6442,13.244,14.792,3.008,4.512
2,5,C5,3,31,3,523,11.6442,12.47,3.76,11.3818,11.9067,11.696,13.244,3.008,4.512
2,5,C5,3,31,4,524,11.3818,12.47,3.76,11.1193,11.6442,11.696,13.244,3.008,4.512
2,5,C5,3,31,5,525,11.6442,10.922,3.76,11.3818,11.9067,10.148,11.696,3.008,4.512
2,5,C5,3,31,6,526,11.3818,10.922,3.76,11.1193,11.6442,10.148,11.696,3.008,4.512
2,5,C5,3,31,7,527,11.3818,9.374,3.76,11.1193,11.6442,8.6,10.148,3.008,4.512
2,5,C5,3,31,8,528,11.6442,9.374,3.76,11.3818,11.9067,8.6,10.148,3.008,4.512
2,5,C5,4,32,1,529,11.6442,14.018,5.264,11.3818,11.9067,13.244,14.792,4.512,6.016
2,5,C5,4,32,2,530,11.3818,14.018,5.264,11.1193,11.6442,13.244,14.792,4.512,6.016
2,5,C5,4,32,3,531,11.6442,12.47,5.264,11.3818,11.9067,11.696,13.244,4.512,6.016
2,5,C5,4,32,4,532,11.3818,12.47,5.264,11.1193,11.6442,11.696,13.244,4.512,6.016
2,5,C5,4,32,5,533,11.6442,10.922,5.264,11.3818,11.9067,10.148,11.696,4.512,6.016
2,5,C5,4,32,6,534,11.3818,10.922,5.264,11.1193,11.6442,10.148,11.696,4.512,6.016
2,5,C5,4,32,7,535,11.3818,9.374,5.264,11.1193,11.6442,8.6,10.148,4.512,6.016
2,5,C5,4,32,8,536,11.6442,9.374,5.264,11.3818,11.9067,8.6,10.148,4.512,6.016
2,5,C5,5,33,1,537,11.6442,14.018,6.768,11.3818,11.9067,13.244,14.792,6.016,7.52
2,5,C5,5,33,2,538,11.3818,14.018,6.768,11.1193,11.6442,13.244,14.792,6.016,7.52
2,5,C5,5,33,3,539,11.6442,12.47,6.768,11.3818,11.9067,11.696,13.244,6.016,7.52
2,5,C5,5,33,4,540,11.3818,12.47,6.768,11.1193,11.6442,11.696,13.244,6.016,7.52
2,5,C5,5,33,5,541,11.6442,10.922,6.768,11.3818,11.9067,10.148,11.696,6.016,7.52
2,5,C5,5,33,6,542,11.3818,10.922,6.768,11.1193,11.6442,10.148,11.696,6.016,7.52
2,5,C5,5,33,7,543,11.3818,9.374,6.768,11.1193,11.6442,8.6,10.148,6.016,7.52
2,5,C5,5,33,8,544,11.6442,9.374,6.768,11.3818,11.9067,8.6,10.148,6.016,7.52
2,5,C5,6,34,1,545,11.6442,14.018,8.272,11.3818,11.9067,13.244,14.792,7.52,9.024
2,5,C5,6,34,2,546,11.3818,14.018,8.272,11.1193,11.6442,13.244,14.792,7.52,9.024
2,5,C5,6,34,3,547,11.6442,12.47,8.272,11.3818,11.9067,11.696,13.244,7.52,9.024
2,5,C5,6,34,4,548,11.3818,12.47,8.272,11.1193,11.6442,11.696,13.244,7.52,9.024
2,5,C5,6,34,5,549,11.6442,10.922,8.272,11.3818,11.9067,10.148,11.696,7.52,9.024
2,5,C5,6,34,6,550,11.3818,10.922,8.272,11.1193,11.6442,10.148,11.696,7.52,9.024
2,5,C5,6,34,7,551,11.3818,9.374,8.272,11.1193,11.6442,8.6,10.148,7.52,9.024
2,5,C5,6,34,8,552,11.6442,9.374,8.272,11.3818,11.9067,8.6,10.148,7.52,9.024
2,5,C5,7,35,1,553,11.6442,14.018,9.776,11.3818,11.9067,13.244,14.792,9.024,10.528
2,5,C5,7,35,2,554,11.3818,14.018,9.776,11.1193,11.6442,13.244,14.792,9.024,10.528
2,5,C5,7,35,3,555,11.6442,12.47,9.776,11.3818,11.9067,11.696,13.244,9.024,10.528
2,5,C5,7,35,4,556,11.3818,12.47,9.776,11.1193,11.6442,11.696,13.244,9.024,10.528
2,5,C5,7,35,5,557,11.6442,10.922,9.776,11.3818,11.9067,10.148,11.696,9.024,10.528
2,5,C5,7,35,6,558,11.3818,10.922,9.776,11.1193,11.6442,10.148,11.696,9.024,10.528
2,5,C5,7,35,7,559,11.3818,9.374,9.776,11.1193,11.6442,8.6,10.148,9.024,10.528
2,5,C5,7,35,8,560,11.6442,9.374,9.776,11.3818,11.9067,8.6,10.148,9.024,10.528
3,1,C1,1,1,1,561,0.6562,22.618,0.752,0.3937,0.9187,21.844,23.392,0.0,1.504
3,1,C1,1,1,2,562,0.3938,22.618,0.752,0.1313,0.6562,21.844,23.392,0.0,1.504
3,1,C1,1,1,3,563,0.6562,21.07,0.752,0.3937,0.9187,20.296,21.844,0.0,1.504
3,1,C1,1,1,4,564,0.3938,21.07,0.752,0.1313,0.6562,20.296,21.844,0.0,1.504
3,1,C1,1,1,5,565,0.6562,19.522,0.752,0.3937,0.9187,18.748,20.296,0.0,1.504
3,1,C1,1,1,6,566,0.3938,19.522,0.752,0.1313,0.6562,18.748,20.296,0.0,1.504
3,1,C1,1,1,7,567,0.3938,17.974,0.752,0.1313,0.6562,17.2,18.748,0.0,1.504
3,1,C1,1,1,8,568,0.6562,17.974,0.752,0.3937,0.9187,17.2,18.748,0.0,1.504
3,1,C1,2,2,1,569,0.6562,22.618,2.256,0.3937,0.9187,21.844,23.392,1.504,3.008
3,1,C1,2,2,2,570,0.3938,22.618,2.256,0.1313,0.6562,21.844,23.392,1.504,3.008
3,1,C1,2,2,3,571,0.6562,21.07,2.256,0.3937,0.9187,20.296,21.844,1.504,3.008
3,1,C1,2,2,4,572,0.3938,21.07,2.256,0.1313,0.6562,20.296,21.844,1.504,3.008
3,1,C1,2,2,5,573,0.6562,19.522,2.256,0.3937,0.9187,18.748,20.296,1.504,3.008
3,1,C1,2,2,6,574,0.3938,19.522,2.256,0.1313,0.6562,18.748,20.296,1.504,3.008
3,1,C1,2,2,7,575,0.3938,17.974,2.256,0.1313,0.6562,17.2,18.748,1.504,3.008
3,1,C1,2,2,8,576,0.6562,17.974,2.256,0.3937,0.9187,17.2,18.748,1.504,3.008
3,1,C1,3,3,1,577,0.6562,22.618,3.76,0.3937,0.9187,21.844,23.392,3.008,4.512
3,1,C1,3,3,2,578,0.3938,22.618,3.76,0.1313,0.6562,21.844,23.392,3.008,4.512
3,1,C1,3,3,3,579,0.6562,21.07,3.76,0.3937,0.9187,20.296,21.844,3.008,4.512
3,1,C1,3,3,4,580,0.3938,21.07,3.76,0.1313,0.6562,20.296,21.844,3.008,4.512
3,1,C1,3,3,5,581,0.6562,19.522,3.76,0.3937,0.9187,18.748,20.296,3.008,4.512
3,1,C1,3,3,6,582,0.3938,19.522,3.76,0.1313,0.6562,18.748,20.296,3.008,4.512
3,1,C1,3,3,7,583,0.3938,17.974,3.76,0.1313,0.6562,17.2,18.748,3.008,4.512
3,1,C1,3,3,8,584,0.6562,17.974,3.76,0.3937,0.9187,17.2,18.748,3.008,4.512
3,1,C1,4,4,1,585,0.6562,22.618,5.264,0.3937,0.9187,21.844,23.392,4.512,6.016
3,1,C1,4,4,2,586,0.3938,22.618,5.264,0.1313,0.6562,21.844,23.392,4.512,6.016
3,1,C1,4,4,3,587,0.6562,21.07,5.264,0.3937,0.9187,20.296,21.844,4.512,6.016
3,1,C1,4,4,4,588,0.3938,21.07,5.264,0.1313,0.6562,20.296,21.844,4.512,6.016
3,1,C1,4,4,5,589,0.6562,19.522,5.264,0.3937,0.9187,18.748,20.296,4.512,6.016
3,1,C1,4,4,6,590,0.3938,19.522,5.264,0.1313,0.6562,18.748,20.296,4.512,6.016
3,1,C1,4,4,7,591,0.3938,17.974,5.264,0.1313,0.6562,17.2,18.748,4.512,6.016
3,1,C1,4,4,8,592,0.6562,17.974,5.264,0.3937,0.9187,17.2,18.748,4.512,6.016
3,1,C1,5,5,1,593,0.6562,22.618,6.768,0.3937,0.9187,21.844,23.392,6.016,7.52
3,1,C1,5,5,2,594,0.3938,22.618,6.768,0.1313,0.6562,21.844,23.392,6.016,7.52
3,1,C1,5,5,3,595,0.6562,21.07,6.768,0.3937,0.9187,20.296,21.844,6.016,7.52
3,1,C1,5,5,4,596,0.3938,21.07,6.768,0.1313,0.6562,20.296,21.844,6.016,7.52
3,1,C1,5,5,5,597,0.6562,19.522,6.768,0.3937,0.9187,18.748,20.296,6.016,7.52
3,1,C1,5,5,6,598,0.3938,19.522,6.768,0.1313,0.6562,18.748,20.296,6.016,7.52
3,1,C1,5,5,7,599,0.3938,17.974,6.768,0.1313,0.6562,17.2,18.748,6.016,7.52
3,1,C1,5,5,8,600,0.6562,17.974,6.768,0.3937,0.9187,17.2,18.748,6.016,7.52
3,1,C1,6,6,1,601,0.6562,22.618,8.272,0.3937,0.9187,21.844,23.392,7.52,9.024
3,1,C1,6,6,2,602,0.3938,22.618,8.272,0.1313,0.6562,21.844,23.392,7.52,9.024
3,1,C1,6,6,3,603,0.6562,21.07,8.272,0.3937,0.9187,20.296,21.844,7.52,9.024
3,1,C1,6,6,4,604,0.3938,21.07,8.272,0.1313,0.6562,20.296,21.844,7.52,9.024
3,1,C1,6,6,5,605,0.6562,19.522,8.272,0.3937,0.9187,18.748,20.296,7.52,9.024
3,1,C1,6,6,6,606,0.3938,19.522,8.272,0.1313,0.6562,18.748,20.296,7.52,9.024
3,1,C1,6,6,7,607,0.3938,17.974,8.272,0.1313,0.6562,17.2,18.748,7.52,9.024
3,1,C1,6,6,8,608,0.6562,17.974,8.272,0.3937,0.9187,17.2,18.748,7.52,9.024
3,1,C1,7,7,1,609,0.6562,22.618,9.776,0.3937,0.9187,21.844,23.392,9.024,10.528
3,1,C1,7,7,2,610,0.3938,22.618,9.776,0.1313,0.6562,21.844,23.392,9.024,10.528
3,1,C1,7,7,3,611,0.6562,21.07,9.776,0.3937,0.9187,20.296,21.844,9.024,10.528
3,1,C1,7,7,4,612,0.3938,21.07,9.776,0.1313,0.6562,20.296,21.844,9.024,10.528
3,1,C1,7,7,5,613,0.6562,19.522,9.776,0.3937,0.9187,18.748,20.296,9.024,10.528
3,1,C1,7,7,6,614,0.3938,19.522,9.776,0.1313,0.6562,18.748,20.296,9.024,10.528
3,1,C1,7,7,7,615,0.3938,17.974,9.776,0.1313,0.6562,17.2,18.748,9.024,10.528
3,1,C1,7,7,8,616,0.6562,17.974,9.776,0.3937,0.9187,17.2,18.748,9.024,10.528
3,2,C2,1,8,1,617,3.4033,22.618,0.752,3.1408,3.6658,21.844,23.392,0.0,1.504
3,2,C2,1,8,2,618,3.1408,22.618,0.752,2.8782,3.4033,21.844,23.392,0.0,1.504
3,2,C2,1,8,3,619,3.4033,21.07,0.752,3.1408,3.6658,20.296,21.844,0.0,1.504
3,2,C2,1,8,4,620,3.1408,21.07,0.752,2.8782,3.4033,20.296,21.844,0.0,1.504
3,2,C2,1,8,5,621,3.4033,19.522,0.752,3.1408,3.6658,18.748,20.296,0.0,1.504
3,2,C2,1,8,6,622,3.1408,19.522,0.752,2.8782,3.4033,18.748,20.296,0.0,1.504
3,2,C2,1,8,7,623,3.1408,17.974,0.752,2.8782,3.4033,17.2,18.748,0.0,1.504
3,2,C2,1,8,8,624,3.4033,17.974,0.752,3.1408,3.6658,17.2,18.748,0.0,1.504
3,2,C2,2,9,1,625,3.4033,22.618,2.256,3.1408,3.6658,21.844,23.392,1.504,3.008
3,2,C2,2,9,2,626,3.1408,22.618,2.256,2.8782,3.4033,21.844,23.392,1.504,3.008
3,2,C2,2,9,3,627,3.4033,21.07,2.256,3.1408,3.6658,20.296,21.844,1.504,3.008
3,2,C2,2,9,4,628,3.1408,21.07,2.256,2.8782,3.4033,20.296,21.844,1.504,3.008
3,2,C2,2,9,5,629,3.4033,19.522,2.256,3.1408,3.6658,18.748,20.296,1.504,3.008
3,2,C2,2,9,6,630,3.1408,19.522,2.256,2.8782,3.4033,18.748,20.296,1.504,3.008
3,2,C2,2,9,7,631,3.1408,17.974,2.256,2.8782,3.4033,17.2,18.748,1.504,3.008
3,2,C2,2,9,8,632,3.4033,17.974,2.256,3.1408,3.6658,17.2,18.748,1.504,3.008
3,2,C2,3,10,1,633,3.4033,22.618,3.76,3.1408,3.6658,21.844,23.392,3.008,4.512
3,2,C2,3,10,2,634,3.1408,22.618,3.76,2.8782,3.4033,21.844,23.392,3.008,4.512
3,2,C2,3,10,3,635,3.4033,21.07,3.76,3.1408,3.6658,20.296,21.844,3.008,4.512
3,2,C2,3,10,4,636,3.1408,21.07,3.76,2.8782,3.4033,20.296,21.844,3.008,4.512
3,2,C2,3,10,5,637,3.4033,19.522,3.76,3.1408,3.6658,18.748,20.296,3.008,4.512
3,2,C2,3,10,6,638,3.1408,19.522,3.76,2.8782,3.4033,18.748,20.296,3.008,4.512
3,2,C2,3,10,7,639,3.1408,17.974,3.76,2.8782,3.4033,17.2,18.748,3.008,4.512
3,2,C2,3,10,8,640,3.4033,17.974,3.76,3.1408,3.6658,17.2,18.748,3.008,4.512
3,2,C2,4,11,1,641,3.4033,22.618,5.264,3.1408,3.6658,21.844,23.392,4.512,6.016
3,2,C2,4,11,2,642,3.1408,22.618,5.264,2.8782,3.4033,21.844,23.392,4.512,6.016
3,2,C2,4,11,3,643,3.4033,21.07,5.264,3.1408,3.6658,20.296,21.844,4.512,6.016
3,2,C2,4,11,4,644,3.1408,21.07,5.264,2.8782,3.4033,20.296,21.844,4.512,6.016
3,2,C2,4,11,5,645,3.4033,19.522,5.264,3.1408,3.6658,18.748,20.296,4.512,6.016
3,2,C2,4,11,6,646,3.1408,19.522,5.264,2.8782,3.4033,18.748,20.296,4.512,6.016
3,2,C2,4,11,7,647,3.1408,17.974,5.264,2.8782,3.4033,17.2,18.748,4.512,6.016
3,2,C2,4,11,8,648,3.4033,17.974,5.264,3.1408,3.6658,17.2,18.748,4.512,6.016
3,2,C2,5,12,1,649,3.4033,22.618,6.768,3.1408,3.6658,21.844,23.392,6.016,7.52
3,2,C2,5,12,2,650,3.1408,22.618,6.768,2.8782,3.4033,21.844,23.392,6.016,7.52
3,2,C2,5,12,3,651,3.4033,21.07,6.768,3.1408,3.6658,20.296,21.844,6.016,7.52
3,2,C2,5,12,4,652,3.1408,21.07,6.768,2.8782,3.4033,20.296,21.844,6.016,7.52
3,2,C2,5,12,5,653,3.4033,19.522,6.768,3.1408,3.6658,18.748,20.296,6.016,7.52
3,2,C2,5,12,6,654,3.1408,19.522,6.768,2.8782,3.4033,18.748,20.296,6.016,7.52
3,2,C2,5,12,7,655,3.1408,17.974,6.768,2.8782,3.4033,17.2,18.748,6.016,7.52
3,2,C2,5,12,8,656,3.4033,17.974,6.768,3.1408,3.6658,17.2,18.748,6.016,7.52
3,2,C2,6,13,1,657,3.4033,22.618,8.272,3.1408,3.6658,21.844,23.392,7.52,9.024
3,2,C2,6,13,2,658,3.1408,22.618,8.272,2.8782,3.4033,21.844,23.392,7.52,9.024
3,2,C2,6,13,3,659,3.4033,21.07,8.272,3.1408,3.6658,20.296,21.844,7.52,9.024
3,2,C2,6,13,4,660,3.1408,21.07,8.272,2.8782,3.4033,20.296,21.844,7.52,9.024
3,2,C2,6,13,5,661,3.4033,19.522,8.272,3.1408,3.6658,18.748,20.296,7.52,9.024
3,2,C2,6,13,6,662,3.1408,19.522,8.272,2.8782,3.4033,18.748,20.296,7.52,9.024
3,2,C2,6,13,7,663,3.1408,17.974,8.272,2.8782,3.4033,17.2,18.748,7.52,9.024
3,2,C2,6,13,8,664,3.4033,17.974,8.272,3.1408,3.6658,17.2,18.748,7.52,9.024
3,2,C2,7,14,1,665,3.4033,22.618,9.776,3.1408,3.6658,21.844,23.392,9.024,10.528
3,2,C2,7,14,2,666,3.1408,22.618,9.776,2.8782,3.4033,21.844,23.392,9.024,10.528
3,2,C2,7,14,3,667,3.4033,21.07,9.776,3.1408,3.6658,20.296,21.844,9.024,10.528
3,2,C2,7,14,4,668,3.1408,21.07,9.776,2.8782,3.4033,20.296,21.844,9.024,10.528
3,2,C2,7,14,5,669,3.4033,19.522,9.776,3.1408,3.6658,18.748,20.296,9.024,10.528
3,2,C2,7,14,6,670,3.1408,19.522,9.776,2.8782,3.4033,18.748,20.296,9.024,10.528
3,2,C2,7,14,7,671,3.1408,17.974,9.776,2.8782,3.4033,17.2,18.748,9.024,10.528
3,2,C2,7,14,8,672,3.4033,17.974,9.776,3.1408,3.6658,17.2,18.748,9.024,10.528
3,3,C3,1,15,1,673,6.1502,22.618,0.752,5.8877,6.4127,21.844,23.392,0.0,1.504
3,3,C3,1,15,2,674,5.8878,22.618,0.752,5.6253,6.1503,21.844,23.392,0.0,1.504
3,3,C3,1,15,3,675,6.1502,21.07,0.752,5.8877,6.4127,20.296,21.844,0.0,1.504
3,3,C3,1,15,4,676,5.8878,21.07,0.752,5.6253,6.1503,20.296,21.844,0.0,1.504
3,3,C3,1,15,5,677,6.1502,19.522,0.752,5.8877,6.4127,18.748,20.296,0.0,1.504
3,3,C3,1,15,6,678,5.8878,19.522,0.752,5.6253,6.1503,18.748,20.296,0.0,1.504
3,3,C3,1,15,7,679,5.8878,17.974,0.752,5.6253,6.1503,17.2,18.748,0.0,1.504
3,3,C3,1,15,8,680,6.1502,17.974,0.752,5.8877,6.4127,17.2,18.748,0.0,1.504
3,3,C3,2,16,1,681,6.1502,22.618,2.256,5.8877,6.4127,21.844,23.392,1.504,3.008
3,3,C3,2,16,2,682,5.8878,22.618,2.256,5.6253,6.1503,21.844,23.392,1.504,3.008
3,3,C3,2,16,3,683,6.1502,21.07,2.256,5.8877,6.4127,20.296,21.844,1.504,3.008
3,3,C3,2,16,4,684,5.8878,21.07,2.256,5.6253,6.1503,20.296,21.844,1.504,3.008
3,3,C3,2,16,5,685,6.1502,19.522,2.256,5.8877,6.4127,18.748,20.296,1.504,3.008
3,3,C3,2,16,6,686,5.8878,19.522,2.256,5.6253,6.1503,18.748,20.296,1.504,3.008
3,3,C3,2,16,7,687,5.8878,17.974,2.256,5.6253,6.1503,17.2,18.748,1.504,3.008
3,3,C3,2,16,8,688,6.1502,17.974,2.256,5.8877,6.4127,17.2,18.748,1.504,3.008
3,3,C3,3,17,1,689,6.1502,22.618,3.76,5.8877,6.4127,21.844,23.392,3.008,4.512
3,3,C3,3,17,2,690,5.8878,22.618,3.76,5.6253,6.1503,21.844,23.392,3.008,4.512
3,3,C3,3,17,3,691,6.1502,21.07,3.76,5.8877,6.4127,20.296,21.844,3.008,4.512
3,3,C3,3,17,4,692,5.8878,21.07,3.76,5.6253,6.1503,20.296,21.844,3.008,4.512
3,3,C3,3,17,5,693,6.1502,19.522,3.76,5.8877,6.4127,18.748,20.296,3.008,4.512
3,3,C3,3,17,6,694,5.8878,19.522,3.76,5.6253,6.1503,18.748,20.296,3.008,4.512
3,3,C3,3,17,7,695,5.8878,17.974,3.76,5.6253,6.1503,17.2,18.748,3.008,4.512
3,3,C3,3,17,8,696,6.1502,17.974,3.76,5.8877,6.4127,17.2,18.748,3.008,4.512
3,3,C3,4,18,1,697,6.1502,22.618,5.264,5.8877,6.4127,21.844,23.392,4.512,6.016
3,3,C3,4,18,2,698,5.8878,22.618,5.264,5.6253,6.1503,21.844,23.392,4.512,6.016
3,3,C3,4,18,3,699,6.1502,21.07,5.264,5.8877,6.4127,20.296,21.844,4.512,6.016
3,3,C3,4,18,4,700,5.8878,21.07,5.264,5.6253,6.1503,20.296,21.844,4.512,6.016
3,3,C3,4,18,5,701,6.1502,19.522,5.264,5.8877,6.4127,18.748,20.296,4.512,6.016
3,3,C3,4,18,6,702,5.8878,19.522,5.264,5.6253,6.1503,18.748,20.296,4.512,6.016
3,3,C3,4,18,7,703,5.8878,17.974,5.264,5.6253,6.1503,17.2,18.748,4.512,6.016
3,3,C3,4,18,8,704,6.1502,17.974,5.264,5.8877,6.4127,17.2,18.748,4.512,6.016
3,3,C3,5,19,1,705,6.1502,22.618,6.768,5.8877,6.4127,21.844,23.392,6.016,7.52
3,3,C3,5,19,2,706,5.8878,22.618,6.768,5.6253,6.1503,21.844,23.392,6.016,7.52
3,3,C3,5,19,3,707,6.1502,21.07,6.768,5.8877,6.4127,20.296,21.844,6.016,7.52
3,3,C3,5,19,4,708,5.8878,21.07,6.768,5.6253,6.1503,20.296,21.844,6.016,7.52
3,3,C3,5,19,5,709,6.1502,19.522,6.768,5.8877,6.4127,18.748,20.296,6.016,7.52
3,3,C3,5,19,6,710,5.8878,19.522,6.768,5.6253,6.1503,18.748,20.296,6.016,7.52
3,3,C3,5,19,7,711,5.8878,17.974,6.768,5.6253,6.1503,17.2,18.748,6.016,7.52
3,3,C3,5,19,8,712,6.1502,17.974,6.768,5.8877,6.4127,17.2,18.748,6.016,7.52
3,3,C3,6,20,1,713,6.1502,22.618,8.272,5.8877,6.4127,21.844,23.392,7.52,9.024
3,3,C3,6,20,2,714,5.8878,22.618,8.272,5.6253,6.1503,21.844,23.392,7.52,9.024
3,3,C3,6,20,3,715,6.1502,21.07,8.272,5.8877,6.4127,20.296,21.844,7.52,9.024
3,3,C3,6,20,4,716,5.8878,21.07,8.272,5.6253,6.1503,20.296,21.844,7.52,9.024
3,3,C3,6,20,5,717,6.1502,19.522,8.272,5.8877,6.4127,18.748,20.296,7.52,9.024
3,3,C3,6,20,6,718,5.8878,19.522,8.272,5.6253,6.1503,18.748,20.296,7.52,9.024
3,3,C3,6,20,7,719,5.8878,17.974,8.272,5.6253,6.1503,17.2,18.748,7.52,9.024
3,3,C3,6,20,8,720,6.1502,17.974,8.272,5.8877,6.4127,17.2,18.748,7.52,9.024
3,3,C3,7,21,1,721,6.1502,22.618,9.776,5.8877,6.4127,21.844,23.392,9.024,10.528
3,3,C3,7,21,2,722,5.8878,22.618,9.776,5.6253,6.1503,21.844,23.392,9.024,10.528
3,3,C3,7,21,3,723,6.1502,21.07,9.776,5.8877,6.4127,20.296,21.844,9.024,10.528
3,3,C3,7,21,4,724,5.8878,21.07,9.776,5.6253,6.1503,20.296,21.844,9.024,10.528
3,3,C3,7,21,5,725,6.1502,19.522,9.776,5.8877,6.4127,18.748,20.296,9.024,10.528
3,3,C3,7,21,6,726,5.8878,19.522,9.776,5.6253,6.1503,18.748,20.296,9.024,10.528
3,3,C3,7,21,7,727,5.8878,17.974,9.776,5.6253,6.1503,17.2,18.748,9.024,10.528
3,3,C3,7,21,8,728,6.1502,17.974,9.776,5.8877,6.4127,17.2,18.748,9.024,10.528
3,4,C4,1,22,1,729,8.8972,22.618,0.752,8.6348,9.1597,21.844,23.392,0.0,1.504
3,4,C4,1,22,2,730,8.6348,22.618,0.752,8.3723,8.8972,21.844,23.392,0.0,1.504
3,4,C4,1,22,3,731,8.8972,21.07,0.752,8.6348,9.1597,20.296,21.844,0.0,1.504
3,4,C4,1,22,4,732,8.6348,21.07,0.752,8.3723,8.8972,20.296,21.844,0.0,1.504
3,4,C4,1,22,5,733,8.8972,19.522,0.752,8.6348,9.1597,18.748,20.296,0.0,1.504
3,4,C4,1,22,6,734,8.6348,19.522,0.752,8.3723,8.8972,18.748,20.296,0.0,1.504
3,4,C4,1,22,7,735,8.6348,17.974,0.752,8.3723,8.8972,17.2,18.748,0.0,1.504
3,4,C4,1,22,8,736,8.8972,17.974,0.752,8.6348,9.1597,17.2,18.748,0.0,1.504
3,4,C4,2,23,1,737,8.8972,22.618,2.256,8.6348,9.1597,21.844,23.392,1.504,3.008
3,4,C4,2,23,2,738,8.6348,22.618,2.256,8.3723,8.8972,21.844,23.392,1.504,3.008
3,4,C4,2,23,3,739,8.8972,21.07,2.256,8.6348,9.1597,20.296,21.844,1.504,3.008
3,4,C4,2,23,4,740,8.6348,21.07,2.256,8.3723,8.8972,20.296,21.844,1.504,3.008
3,4,C4,2,23,5,741,8.8972,19.522,2.256,8.6348,9.1597,18.748,20.296,1.504,3.008
3,4,C4,2,23,6,742,8.6348,19.522,2.256,8.3723,8.8972,18.748,20.296,1.504,3.008
3,4,C4,2,23,7,743,8.6348,17.974,2.256,8.3723,8.8972,17.2,18.748,1.504,3.008
3,4,C4,2,23,8,744,8.8972,17.974,2.256,8.6348,9.1597,17.2,18.748,1.504,3.008
3,4,C4,3,24,1,745,8.8972,22.618,3.76,8.6348,9.1597,21.844,23.392,3.008,4.512
3,4,C4,3,24,2,746,8.6348,22.618,3.76,8.3723,8.8972,21.844,23.392,3.008,4.512
3,4,C4,3,24,3,747,8.8972,21.07,3.76,8.6348,9.1597,20.296,21.844,3.008,4.512
3,4,C4,3,24,4,748,8.6348,21.07,3.76,8.3723,8.8972,20.296,21.844,3.008,4.512
3,4,C4,3,24,5,749,8.8972,19.522,3.76,8.6348,9.1597,18.748,20.296,3.008,4.512
3,4,C4,3,24,6,750,8.6348,19.522,3.76,8.3723,8.8972,18.748,20.296,3.008,4.512
3,4,C4,3,24,7,751,8.6348,17.974,3.76,8.3723,8.8972,17.2,18.748,3.008,4.512
3,4,C4,3,24,8,752,8.8972,17.974,3.76,8.6348,9.1597,17.2,18.748,3.008,4.512
3,4,C4,4,25,1,753,8.8972,22.618,5.264,8.6348,9.1597,21.844,23.392,4.512,6.016
3,4,C4,4,25,2,754,8.6348,22.618,5.264,8.3723,8.8972,21.844,23.392,4.512,6.016
3,4,C4,4,25,3,755,8.8972,21.07,5.264,8.6348,9.1597,20.296,21.844,4.512,6.016
3,4,C4,4,25,4,756,8.6348,21.07,5.264,8.3723,8.8972,20.296,21.844,4.512,6.016
3,4,C4,4,25,5,757,8.8972,19.522,5.264,8.6348,9.1597,18.748,20.296,4.512,6.016
3,4,C4,4,25,6,758,8.6348,19.522,5.264,8.3723,8.8972,18.748,20.296,4.512,6.016
3,4,C4,4,25,7,759,8.6348,17.974,5.264,8.3723,8.8972,17.2,18.748,4.512,6.016
3,4,C4,4,25,8,760,8.8972,17.974,5.264,8.6348,9.1597,17.2,18.748,4.512,6.016
3,4,C4,5,26,1,761,8.8972,22.618,6.768,8.6348,9.1597,21.844,23.392,6.016,7.52
3,4,C4,5,26,2,762,8.6348,22.618,6.768,8.3723,8.8972,21.844,23.392,6.016,7.52
