bin_index,azimuth_lo_deg,azimuth_hi_deg,azimuth_center_deg,zenith_lo_deg,zenith_hi_deg,zenith_center_deg,slant_rock_m,intensity_raw,solid_angle_sr,fig7_lvd_azimuth_center_deg
830,351.3,355.7,353.5,64.0,68.0,66.0,6921.0,5.0,0.004896766170671711,49.5
831,355.7,360.0,357.85,64.0,68.0,66.0,7713.0,3.0,0.004785476030429209,45.14999999999998
832,0.0,4.2,2.1,68.0,72.0,70.0,8304.0,1.0,0.004807968724976533,40.9
833,4.2,8.5,6.35,68.0,72.0,70.0,8317.0,0.0,0.004922444170809307,36.65
834,8.5,12.7,10.6,68.0,72.0,70.0,8294.0,0.0,0.004807968724976532,32.4
835,12.7,16.9,14.799999999999999,68.0,72.0,70.0,8212.0,2.0,0.004807968724976532,28.200000000000003
836,16.9,21.2,19.049999999999997,68.0,72.0,70.0,8072.0,1.0,0.0049224441708093074,23.950000000000003
837,21.2,25.4,23.299999999999997,68.0,72.0,70.0,7788.0,5.0,0.004807968724976532,19.700000000000003
838,25.4,29.6,27.5,68.0,72.0,70.0,7607.0,3.0,0.0048079687249765355,15.5
839,29.6,33.9,31.75,68.0,72.0,70.0,7701.0,2.0,0.004922444170809304,11.25
840,33.9,38.1,36.0,68.0,72.0,70.0,7797.0,3.0,0.0048079687249765355,7.0
841,38.1,42.4,40.25,68.0,72.0,70.0,7951.0,1.0,0.004922444170809304,2.75
842,42.4,46.6,44.5,68.0,72.0,70.0,7382.0,4.0,0.0048079687249765355,358.5
843,46.6,50.8,48.7,68.0,72.0,70.0,6894.0,6.0,0.004807968724976527,354.3
844,50.8,55.1,52.95,68.0,72.0,70.0,7000.0,6.0,0.004922444170809312,350.05
845,55.1,59.3,57.2,68.0,72.0,70.0,7420.0,3.0,0.004807968724976527,345.8
846,59.3,63.5,61.4,68.0,72.0,70.0,7707.0,1.0,0.0048079687249765355,341.6
847,63.5,67.8,65.65,68.0,72.0,70.0,8170.0,0.0,0.004922444170809304,337.35
848,67.8,72.0,69.9,68.0,72.0,70.0,8463.0,1.0,0.0048079687249765355,333.1
849,72.0,76.2,74.1,68.0,72.0,70.0,8548.0,0.0,0.0048079687249765355,328.9
850,76.2,80.5,78.35,68.0,72.0,70.0,8872.0,1.0,0.004922444170809304,324.65
851,80.5,84.7,82.6,68.0,72.0,70.0,10040.0,0.0,0.0048079687249765355,320.4
852,84.7,88.9,86.80000000000001,68.0,72.0,70.0,9575.0,0.0,0.0048079687249765355,316.2
853,88.9,93.2,91.05000000000001,68.0,72.0,70.0,8878.0,1.0,0.004922444170809304,311.95
854,93.2,97.4,95.30000000000001,68.0,72.0,70.0,8459.0,2.0,0.0048079687249765355,307.7
855,97.4,101.6,99.5,68.0,72.0,70.0,8242.0,1.0,0.004807968724976519,303.5
856,101.6,105.9,103.75,68.0,72.0,70.0,8230.0,1.0,0.0049224441708093205,299.25
857,105.9,110.1,108.0,68.0,72.0,70.0,8170.0,0.0,0.004807968724976519,295.0
858,110.1,114.4,112.25,68.0,72.0,70.0,8203.0,0.0,0.0049224441708093205,290.75
859,114.4,118.6,116.5,68.0,72.0,70.0,8447.0,0.0,0.004807968724976519,286.5
860,118.6,122.8,120.69999999999999,68.0,72.0,70.0,8835.0,0.0,0.0048079687249765355,282.3
861,122.8,127.1,124.94999999999999,68.0,72.0,70.0,8636.0,2.0,0.004922444170809304,278.05
862,127.1,131.3,129.2,68.0,72.0,70.0,8688.0,0.0,0.004807968724976552,273.8
863,131.3,135.5,133.4,68.0,72.0,70.0,8759.0,1.0,0.004807968724976519,269.6
864,135.5,139.8,137.65,68.0,72.0,70.0,8810.0,1.0,0.0049224441708093205,265.35
865,139.8,144.0,141.9,68.0,72.0,70.0,8774.0,0.0,0.004807968724976519,261.1
866,144.0,148.2,146.1,68.0,72.0,70.0,9074.0,1.0,0.004807968724976519,256.9
867,148.2,152.5,150.35,68.0,72.0,70.0,9563.0,0.0,0.0049224441708093205,252.65
868,152.5,156.7,154.6,68.0,72.0,70.0,10440.0,0.0,0.004807968724976519,248.4
869,156.7,160.9,158.8,68.0,72.0,70.0,10400.0,0.0,0.004807968724976552,244.2
870,160.9,165.2,163.05,68.0,72.0,70.0,10220.0,0.0,0.0049224441708092875,239.95
871,165.2,169.4,167.3,68.0,72.0,70.0,9457.0,1.0,0.004807968724976552,235.7
872,169.4,173.6,171.5,68.0,72.0,70.0,9021.0,1.0,0.004807968724976519,231.5
873,173.6,177.9,175.75,68.0,72.0,70.0,8680.0,3.0,0.0049224441708093205,227.25
874,177.9,182.1,180.0,68.0,72.0,70.0,8148.0,2.0,0.004807968724976519,223.0
875,182.1,186.4,184.25,68.0,72.0,70.0,7448.0,8.0,0.0049224441708093205,218.75
876,186.4,190.6,188.5,68.0,72.0,70.0,6739.0,18.0,0.004807968724976519,214.5
877,190.6,194.8,192.7,68.0,72.0,70.0,6267.0,32.0,0.004807968724976552,210.3
878,194.8,199.1,196.95,68.0,72.0,70.0,6018.0,50.0,0.0049224441708092875,206.05
879,199.1,203.3,201.2,68.0,72.0,70.0,5672.0,60.0,0.004807968724976552,201.8
880,203.3,207.5,205.4,68.0,72.0,70.0,4991.0,143.0,0.004807968724976519,197.6
881,207.5,211.8,209.65,68.0,72.0,70.0,4390.0,329.0,0.0049224441708093205,193.35
882,211.8,216.0,213.9,68.0,72.0,70.0,4345.0,354.0,0.004807968724976519,189.1
883,216.0,220.2,218.1,68.0,72.0,70.0,4343.0,404.0,0.004807968724976519,184.9
884,220.2,224.5,222.35,68.0,72.0,70.0,4350.0,408.0,0.0049224441708093205,180.65
885,224.5,228.7,226.6,68.0,72.0,70.0,4499.0,334.0,0.004807968724976519,176.4
886,228.7,232.9,230.8,68.0,72.0,70.0,4848.0,197.0,0.004807968724976552,172.2
887,232.9,237.2,235.05,68.0,72.0,70.0,4988.0,156.0,0.0049224441708092875,167.95
888,237.2,241.4,239.3,68.0,72.0,70.0,4979.0,163.0,0.004807968724976552,163.7
889,241.4,245.6,243.5,68.0,72.0,70.0,5207.0,143.0,0.004807968724976519,159.5
890,245.6,249.9,247.75,68.0,72.0,70.0,5484.0,81.0,0.0049224441708093205,155.25
891,249.9,254.1,252.0,68.0,72.0,70.0,5793.0,68.0,0.004807968724976519,151.0
892,254.1,258.4,256.25,68.0,72.0,70.0,6223.0,36.0,0.0049224441708092875,146.75
893,258.4,262.6,260.5,68.0,72.0,70.0,6657.0,17.0,0.004807968724976584,142.5
894,262.6,266.8,264.70000000000005,68.0,72.0,70.0,7093.0,12.0,0.004807968724976519,138.29999999999995
895,266.8,271.1,268.95000000000005,68.0,72.0,70.0,7360.0,11.0,0.0049224441708093205,134.04999999999995
896,271.1,275.3,273.20000000000005,68.0,72.0,70.0,6519.0,9.0,0.004807968724976519,129.79999999999995
897,275.3,279.5,277.4,68.0,72.0,70.0,6199.0,10.0,0.004807968724976519,125.60000000000002
898,279.5,283.8,281.65,68.0,72.0,70.0,6117.0,24.0,0.0049224441708093205,121.35000000000002
899,283.8,288.0,285.9,68.0,72.0,70.0,6210.0,21.0,0.004807968724976519,117.10000000000002
900,288.0,292.2,290.1,68.0,72.0,70.0,6176.0,21.0,0.004807968724976519,112.89999999999998
901,292.2,296.5,294.35,68.0,72.0,70.0,6129.0,22.0,0.0049224441708093205,108.64999999999998
902,296.5,300.7,298.6,68.0,72.0,70.0,6088.0,23.0,0.004807968724976519,104.39999999999998
903,300.7,304.9,302.79999999999995,68.0,72.0,70.0,6068.0,14.0,0.004807968724976519,100.20000000000005
904,304.9,309.2,307.04999999999995,68.0,72.0,70.0,6081.0,14.0,0.0049224441708093205,95.95000000000005
905,309.2,313.4,311.29999999999995,68.0,72.0,70.0,6146.0,12.0,0.004807968724976519,91.70000000000005
906,313.4,317.6,315.5,68.0,72.0,70.0,6205.0,12.0,0.004807968724976584,87.5
907,317.6,321.9,319.75,68.0,72.0,70.0,6334.0,3.0,0.0049224441708092545,83.25
908,321.9,326.1,324.0,68.0,72.0,70.0,6486.0,6.0,0.004807968724976584,79.0
909,326.1,330.4,328.25,68.0,72.0,70.0,6827.0,6.0,0.0049224441708092545,74.75
910,330.4,334.6,332.5,68.0,72.0,70.0,7090.0,3.0,0.004807968724976584,70.5
911,334.6,338.8,336.70000000000005,68.0,72.0,70.0,7887.0,1.0,0.004807968724976519,66.29999999999995
912,338.8,343.1,340.95000000000005,68.0,72.0,70.0,8423.0,0.0,0.0049224441708093205,62.049999999999955
913,343.1,347.3,345.20000000000005,68.0,72.0,70.0,9136.0,0.0,0.004807968724976519,57.799999999999955
914,347.3,351.5,349.4,68.0,72.0,70.0,8912.0,0.0,0.004807968724976519,53.60000000000002
915,351.5,355.8,353.65,68.0,72.0,70.0,8678.0,0.0,0.0049224441708093205,49.35000000000002
916,355.8,360.0,357.9,68.0,72.0,70.0,8465.0,2.0,0.004807968724976519,45.10000000000002
917,0.0,4.1,2.05,72.0,76.0,74.0,8900.0,1.0,0.004801224580875733,40.95
918,4.1,8.3,6.2,72.0,76.0,74.0,8865.0,1.0,0.004918327619433679,36.8
919,8.3,12.4,10.350000000000001,72.0,76.0,74.0,8819.0,1.0,0.004801224580875733,32.65
920,12.4,16.6,14.5,72.0,76.0,74.0,8695.0,0.0,0.004918327619433679,28.5
921,16.6,20.7,18.65,72.0,76.0,74.0,8615.0,0.0,0.00480122458087573,24.35
922,20.7,24.8,22.75,72.0,76.0,74.0,8567.0,0.0,0.004801224580875735,20.25
923,24.8,29.0,26.9,72.0,76.0,74.0,8380.0,3.0,0.004918327619433677,16.1
924,29.0,33.1,31.05,72.0,76.0,74.0,8151.0,0.0,0.004801224580875735,11.95
925,33.1,37.2,35.150000000000006,72.0,76.0,74.0,8265.0,5.0,0.004801224580875735,7.849999999999994
926,37.2,41.4,39.3,72.0,76.0,74.0,8548.0,1.0,0.004918327619433673,3.700000000000003
927,41.4,45.5,43.45,72.0,76.0,74.0,8481.0,2.0,0.004801224580875735,359.55
928,45.5,49.7,47.6,72.0,76.0,74.0,7882.0,1.0,0.004918327619433681,355.4
929,49.7,53.8,51.75,72.0,76.0,74.0,7518.0,4.0,0.004801224580875727,351.25
930,53.8,57.9,55.849999999999994,72.0,76.0,74.0,7884.0,2.0,0.004801224580875735,347.15
931,57.9,62.1,60.0,72.0,76.0,74.0,8475.0,1.0,0.004918327619433681,343.0
932,62.1,66.2,64.15,72.0,76.0,74.0,8971.0,0.0,0.004801224580875735,338.85
933,66.2,70.3,68.25,72.0,76.0,74.0,9052.0,2.0,0.004801224580875727,334.75
934,70.3,74.5,72.4,72.0,76.0,74.0,9159.0,0.0,0.004918327619433681,330.6
935,74.5,78.6,76.55,72.0,76.0,74.0,9740.0,0.0,0.004801224580875727,326.45
936,78.6,82.8,80.69999999999999,72.0,76.0,74.0,11080.0,2.0,0.004918327619433681,322.3
937,82.8,86.9,84.85,72.0,76.0,74.0,12360.0,0.0,0.004801224580875743,318.15
938,86.9,91.0,88.95,72.0,76.0,74.0,12900.0,0.0,0.004801224580875727,314.05
939,91.0,95.2,93.1,72.0,76.0,74.0,11850.0,0.0,0.004918327619433681,309.9
940,95.2,99.3,97.25,72.0,76.0,74.0,10820.0,0.0,0.004801224580875727,305.75
941,99.3,103.4,101.35,72.0,76.0,74.0,10330.0,0.0,0.004801224580875743,301.65
942,103.4,107.6,105.5,72.0,76.0,74.0,9461.0,0.0,0.004918327619433664,297.5
943,107.6,111.7,109.65,72.0,76.0,74.0,9146.0,0.0,0.004801224580875743,293.35
944,111.7,115.9,113.80000000000001,72.0,76.0,74.0,9193.0,2.0,0.004918327619433681,289.2
945,115.9,120.0,117.95,72.0,76.0,74.0,10530.0,0.0,0.004801224580875727,285.05
946,120.0,124.1,122.05,72.0,76.0,74.0,11380.0,0.0,0.004801224580875727,280.95
947,124.1,128.3,126.2,72.0,76.0,74.0,9585.0,0.0,0.004918327619433698,276.8
948,128.3,132.4,130.35000000000002,72.0,76.0,74.0,9193.0,0.0,0.004801224580875727,272.65
949,132.4,136.6,134.5,72.0,76.0,74.0,9285.0,0.0,0.004918327619433664,268.5
950,136.6,140.7,138.64999999999998,72.0,76.0,74.0,9326.0,3.0,0.004801224580875727,264.35
951,140.7,144.8,142.75,72.0,76.0,74.0,9545.0,0.0,0.00480122458087576,260.25
952,144.8,149.0,146.9,72.0,76.0,74.0,9898.0,0.0,0.004918327619433664,256.1
953,149.0,153.1,151.05,72.0,76.0,74.0,10680.0,0.0,0.004801224580875727,251.95
954,153.1,157.2,155.14999999999998,72.0,76.0,74.0,11060.0,0.0,0.004801224580875727,247.85000000000002
955,157.2,161.4,159.3,72.0,76.0,74.0,10920.0,0.0,0.004918327619433698,243.7
956,161.4,165.5,163.45,72.0,76.0,74.0,10740.0,0.0,0.004801224580875727,239.55
957,165.5,169.7,167.6,72.0,76.0,74.0,10610.0,1.0,0.004918327619433664,235.4
958,169.7,173.8,171.75,72.0,76.0,74.0,9782.0,0.0,0.00480122458087576,231.25
959,173.8,177.9,175.85000000000002,72.0,76.0,74.0,9027.0,2.0,0.004801224580875727,227.14999999999998
960,177.9,182.1,180.0,72.0,76.0,74.0,8498.0,1.0,0.004918327619433664,223.0
961,182.1,186.2,184.14999999999998,72.0,76.0,74.0,7924.0,7.0,0.004801224580875727,218.85000000000002
962,186.2,190.3,188.25,72.0,76.0,74.0,7014.0,15.0,0.00480122458087576,214.75
963,190.3,194.5,192.4,72.0,76.0,74.0,6510.0,22.0,0.004918327619433664,210.6
964,194.5,198.6,196.55,72.0,76.0,74.0,6405.0,37.0,0.004801224580875727,206.45
965,198.6,202.8,200.7,72.0,76.0,74.0,6215.0,37.0,0.004918327619433698,202.3
966,202.8,206.9,204.85000000000002,72.0,76.0,74.0,5660.0,76.0,0.004801224580875727,198.14999999999998
967,206.9,211.0,208.95,72.0,76.0,74.0,4718.0,246.0,0.004801224580875727,194.05
968,211.0,215.2,213.1,72.0,76.0,74.0,4444.0,386.0,0.004918327619433664,189.9
969,215.2,219.3,217.25,72.0,76.0,74.0,4427.0,441.0,0.00480122458087576,185.75
970,219.3,223.4,221.35000000000002,72.0,76.0,74.0,4456.0,390.0,0.004801224580875727,181.64999999999998
971,223.4,227.6,225.5,72.0,76.0,74.0,4653.0,318.0,0.004918327619433664,177.5
972,227.6,231.7,229.64999999999998,72.0,76.0,74.0,4940.0,214.0,0.004801224580875727,173.35000000000002
973,231.7,235.9,233.8,72.0,76.0,74.0,5135.0,138.0,0.004918327619433698,169.2
974,235.9,240.0,237.95,72.0,76.0,74.0,5286.0,133.0,0.004801224580875727,165.05
975,240.0,244.1,242.05,72.0,76.0,74.0,5786.0,73.0,0.004801224580875727,160.95
976,244.1,248.3,246.2,72.0,76.0,74.0,5998.0,59.0,0.004918327619433698,156.8
977,248.3,252.4,250.35000000000002,72.0,76.0,74.0,6214.0,33.0,0.004801224580875727,152.64999999999998
978,252.4,256.6,254.5,72.0,76.0,74.0,6599.0,26.0,0.004918327619433698,148.5
979,256.6,260.7,258.65,72.0,76.0,74.0,6976.0,17.0,0.004801224580875693,144.35000000000002
980,260.7,264.8,262.75,72.0,76.0,74.0,7393.0,7.0,0.00480122458087576,140.25
981,264.8,269.0,266.9,72.0,76.0,74.0,7805.0,4.0,0.004918327619433664,136.10000000000002
982,269.0,273.1,271.05,72.0,76.0,74.0,8381.0,1.0,0.00480122458087576,131.95
983,273.1,277.2,275.15,72.0,76.0,74.0,9001.0,1.0,0.004801224580875693,127.85000000000002
984,277.2,281.4,279.29999999999995,72.0,76.0,74.0,7664.0,1.0,0.004918327619433664,123.70000000000005
985,281.4,285.5,283.45,72.0,76.0,74.0,7557.0,5.0,0.00480122458087576,119.55000000000001
986,285.5,289.7,287.6,72.0,76.0,74.0,7417.0,5.0,0.004918327619433664,115.39999999999998
987,289.7,293.8,291.75,72.0,76.0,74.0,7308.0,4.0,0.00480122458087576,111.25
988,293.8,297.9,295.85,72.0,76.0,74.0,7261.0,3.0,0.004801224580875693,107.14999999999998
989,297.9,302.1,300.0,72.0,76.0,74.0,7187.0,5.0,0.004918327619433731,103.0
990,302.1,306.2,304.15,72.0,76.0,74.0,7165.0,1.0,0.004801224580875693,98.85000000000002
991,306.2,310.3,308.25,72.0,76.0,74.0,7255.0,1.0,0.00480122458087576,94.75
992,310.3,314.5,312.4,72.0,76.0,74.0,7371.0,0.0,0.004918327619433664,90.60000000000002
993,314.5,318.6,316.55,72.0,76.0,74.0,7480.0,3.0,0.00480122458087576,86.44999999999999
994,318.6,322.8,320.70000000000005,72.0,76.0,74.0,7937.0,0.0,0.004918327619433664,82.29999999999995
995,322.8,326.9,324.85,72.0,76.0,74.0,8785.0,0.0,0.004801224580875693,78.14999999999998
996,326.9,331.0,328.95,72.0,76.0,74.0,9476.0,0.0,0.00480122458087576,74.05000000000001
997,331.0,335.2,333.1,72.0,76.0,74.0,10660.0,0.0,0.004918327619433664,69.89999999999998
998,335.2,339.3,337.25,72.0,76.0,74.0,10640.0,0.0,0.00480122458087576,65.75
999,339.3,343.4,341.35,72.0,76.0,74.0,10280.0,0.0,0.004801224580875693,61.64999999999998
1000,343.4,347.6,345.5,72.0,76.0,74.0,9936.0,0.0,0.004918327619433731,57.5
1001,347.6,351.7,349.65,72.0,76.0,74.0,9657.0,1.0,0.004801224580875693,53.35000000000002
1002,351.7,355.9,353.79999999999995,72.0,76.0,74.0,9490.0,0.0,0.004918327619433664,49.200000000000045
1003,355.9,360.0,357.95,72.0,76.0,74.0,9133.0,0.0,0.00480122458087576,45.05000000000001
1004,0.0,4.1,2.05,76.0,80.0,78.0,9852.0,0.0,0.004885564799067062,40.95
1005,4.1,8.2,6.1499999999999995,76.0,80.0,78.0,9611.0,0.0,0.004885564799067062,36.85
1006,8.2,12.3,10.25,76.0,80.0,78.0,9451.0,0.0,0.0048855647990670645,32.75
1007,12.3,16.4,14.35,76.0,80.0,78.0,9307.0,0.0,0.00488556479906706,28.65
1008,16.4,20.5,18.45,76.0,80.0,78.0,9132.0,0.0,0.0048855647990670645,24.55
1009,20.5,24.5,22.5,76.0,80.0,78.0,9075.0,1.0,0.004766404682016646,20.5
1010,24.5,28.6,26.55,76.0,80.0,78.0,8961.0,2.0,0.0048855647990670645,16.45
1011,28.6,32.7,30.650000000000002,76.0,80.0,78.0,8821.0,2.0,0.0048855647990670645,12.349999999999998
1012,32.7,36.8,34.75,76.0,80.0,78.0,8835.0,2.0,0.004885564799067057,8.25
1013,36.8,40.9,38.849999999999994,76.0,80.0,78.0,9150.0,4.0,0.0048855647990670645,4.150000000000006
1014,40.9,45.0,42.95,76.0,80.0,78.0,9093.0,0.0,0.0048855647990670645,0.04999999999999716
1015,45.0,49.1,47.05,76.0,80.0,78.0,8863.0,0.0,0.0048855647990670645,355.95
1016,49.1,53.2,51.150000000000006,76.0,80.0,78.0,8433.0,0.0,0.0048855647990670645,351.85
1017,53.2,57.3,55.25,76.0,80.0,78.0,8914.0,1.0,0.004885564799067057,347.75
1018,57.3,61.4,59.349999999999994,76.0,80.0,78.0,9385.0,1.0,0.0048855647990670645,343.65
1019,61.4,65.5,63.45,76.0,80.0,78.0,9681.0,0.0,0.0048855647990670645,339.55
1020,65.5,69.5,67.5,76.0,80.0,78.0,9761.0,0.0,0.004766404682016646,335.5
1021,69.5,73.6,71.55,76.0,80.0,78.0,10160.0,0.0,0.004885564799067057,331.45
1022,73.6,77.7,75.65,76.0,80.0,78.0,11180.0,0.0,0.004885564799067073,327.35
1023,77.7,81.8,79.75,76.0,80.0,78.0,12410.0,0.0,0.004885564799067057,323.25
1024,81.8,85.9,83.85,76.0,80.0,78.0,13470.0,0.0,0.004885564799067073,319.15
1025,85.9,90.0,87.95,76.0,80.0,78.0,14450.0,0.0,0.004885564799067057,315.05
1026,90.0,94.1,92.05,76.0,80.0,78.0,15000.0,0.0,0.004885564799067057,310.95
1027,94.1,98.2,96.15,76.0,80.0,78.0,14890.0,0.0,0.004885564799067073,306.85
1028,98.2,102.3,100.25,76.0,80.0,78.0,14470.0,0.0,0.004885564799067057,302.75
1029,102.3,106.4,104.35,76.0,80.0,78.0,14020.0,0.0,0.004885564799067073,298.65
1030,106.4,110.5,108.45,76.0,80.0,78.0,13470.0,0.0,0.004885564799067057,294.55
1031,110.5,114.5,112.5,76.0,80.0,78.0,13920.0,0.0,0.004766404682016646,290.5
1032,114.5,118.6,116.55,76.0,80.0,78.0,14530.0,0.0,0.004885564799067057,286.45
1033,118.6,122.7,120.65,76.0,80.0,78.0,14500.0,0.0,0.004885564799067073,282.35
1034,122.7,126.8,124.75,76.0,80.0,78.0,14520.0,0.0,0.004885564799067057,278.25
1035,126.8,130.9,128.85,76.0,80.0,78.0,13730.0,0.0,0.004885564799067073,274.15
1036,130.9,135.0,132.95,76.0,80.0,78.0,10940.0,0.0,0.004885564799067057,270.05
1037,135.0,139.1,137.05,76.0,80.0,78.0,10220.0,0.0,0.004885564799067057,265.95
1038,139.1,143.2,141.14999999999998,76.0,80.0,78.0,10190.0,0.0,0.004885564799067057,261.85
1039,143.2,147.3,145.25,76.0,80.0,78.0,10670.0,0.0,0.00488556479906709,257.75
1040,147.3,151.4,149.35000000000002,76.0,80.0,78.0,11290.0,0.0,0.004885564799067057,253.64999999999998
1041,151.4,155.5,153.45,76.0,80.0,78.0,11720.0,0.0,0.004885564799067057,249.55
1042,155.5,159.5,157.5,76.0,80.0,78.0,11770.0,0.0,0.004766404682016646,245.5
1043,159.5,163.6,161.55,76.0,80.0,78.0,11550.0,0.0,0.004885564799067057,241.45
1044,163.6,167.7,165.64999999999998,76.0,80.0,78.0,11340.0,0.0,0.004885564799067057,237.35000000000002
1045,167.7,171.8,169.75,76.0,80.0,78.0,11380.0,0.0,0.00488556479906709,233.25
1046,171.8,175.9,173.85000000000002,76.0,80.0,78.0,11590.0,0.0,0.004885564799067057,229.14999999999998
1047,175.9,180.0,177.95,76.0,80.0,78.0,9368.0,0.0,0.004885564799067057,225.05
1048,180.0,184.1,182.05,76.0,80.0,78.0,8683.0,2.0,0.004885564799067057,220.95
1049,184.1,188.2,186.14999999999998,76.0,80.0,78.0,7965.0,2.0,0.004885564799067057,216.85000000000002
1050,188.2,192.3,190.25,76.0,80.0,78.0,7088.0,9.0,0.00488556479906709,212.75
1051,192.3,196.4,194.35000000000002,76.0,80.0,78.0,6833.0,18.0,0.004885564799067057,208.64999999999998
1052,196.4,200.5,198.45,76.0,80.0,78.0,6732.0,20.0,0.004885564799067057,204.55
1053,200.5,204.5,202.5,76.0,80.0,78.0,6539.0,38.0,0.004766404682016646,200.5
1054,204.5,208.6,206.55,76.0,80.0,78.0,5950.0,49.0,0.004885564799067057,196.45
1055,208.6,212.7,210.64999999999998,76.0,80.0,78.0,4948.0,225.0,0.004885564799067057,192.35000000000002
1056,212.7,216.8,214.75,76.0,80.0,78.0,4641.0,359.0,0.00488556479906709,188.25
1057,216.8,220.9,218.85000000000002,76.0,80.0,78.0,4739.0,368.0,0.004885564799067057,184.14999999999998
1058,220.9,225.0,222.95,76.0,80.0,78.0,4871.0,286.0,0.004885564799067057,180.05
1059,225.0,229.1,227.05,76.0,80.0,78.0,5066.0,168.0,0.004885564799067057,175.95
1060,229.1,233.2,231.14999999999998,76.0,80.0,78.0,5245.0,126.0,0.004885564799067057,171.85000000000002
1061,233.2,237.3,235.25,76.0,80.0,78.0,5466.0,108.0,0.00488556479906709,167.75
1062,237.3,241.4,239.35000000000002,76.0,80.0,78.0,5938.0,55.0,0.004885564799067057,163.64999999999998
1063,241.4,245.5,243.45,76.0,80.0,78.0,6234.0,50.0,0.004885564799067057,159.55
1064,245.5,249.5,247.5,76.0,80.0,78.0,6444.0,28.0,0.004766404682016646,155.5
1065,249.5,253.6,251.55,76.0,80.0,78.0,6831.0,12.0,0.004885564799067057,151.45
1066,253.6,257.7,255.64999999999998,76.0,80.0,78.0,7214.0,11.0,0.004885564799067057,147.35000000000002
1067,257.7,261.8,259.75,76.0,80.0,78.0,7714.0,5.0,0.00488556479906709,143.25
1068,261.8,265.9,263.85,76.0,80.0,78.0,8447.0,0.0,0.004885564799067022,139.14999999999998
1069,265.9,270.0,267.95,76.0,80.0,78.0,9675.0,0.0,0.00488556479906709,135.05
1070,270.0,274.1,272.05,76.0,80.0,78.0,13330.0,0.0,0.00488556479906709,130.95
1071,274.1,278.2,276.15,76.0,80.0,78.0,14840.0,0.0,0.004885564799067022,126.85000000000002
1072,278.2,282.3,280.25,76.0,80.0,78.0,14100.0,0.0,0.00488556479906709,122.75
1073,282.3,286.4,284.35,76.0,80.0,78.0,10100.0,0.0,0.004885564799067022,118.64999999999998
1074,286.4,290.5,288.45,76.0,80.0,78.0,9397.0,1.0,0.00488556479906709,114.55000000000001
1075,290.5,294.5,292.5,76.0,80.0,78.0,9195.0,2.0,0.004766404682016646,110.5
1076,294.5,298.6,296.55,76.0,80.0,78.0,9053.0,0.0,0.00488556479906709,106.44999999999999
1077,298.6,302.7,300.65,76.0,80.0,78.0,8955.0,0.0,0.004885564799067022,102.35000000000002
1078,302.7,306.8,304.75,76.0,80.0,78.0,9019.0,0.0,0.00488556479906709,98.25
1079,306.8,310.9,308.85,76.0,80.0,78.0,9108.0,0.0,0.004885564799067022,94.14999999999998
1080,310.9,315.0,312.95,76.0,80.0,78.0,9179.0,0.0,0.00488556479906709,90.05000000000001
1081,315.0,319.1,317.05,76.0,80.0,78.0,10440.0,0.0,0.00488556479906709,85.94999999999999
1082,319.1,323.2,321.15,76.0,80.0,78.0,11710.0,0.0,0.004885564799067022,81.85000000000002
1083,323.2,327.3,325.25,76.0,80.0,78.0,12370.0,0.0,0.00488556479906709,77.75
1084,327.3,331.4,329.35,76.0,80.0,78.0,12240.0,0.0,0.004885564799067022,73.64999999999998
1085,331.4,335.5,333.45,76.0,80.0,78.0,12080.0,0.0,0.00488556479906709,69.55000000000001
1086,335.5,339.5,337.5,76.0,80.0,78.0,11690.0,0.0,0.004766404682016646,65.5
1087,339.5,343.6,341.55,76.0,80.0,78.0,11200.0,0.0,0.00488556479906709,61.44999999999999
1088,343.6,347.7,345.65,76.0,80.0,78.0,10870.0,0.0,0.004885564799067022,57.35000000000002
1089,347.7,351.8,349.75,76.0,80.0,78.0,10600.0,1.0,0.00488556479906709,53.25
1090,351.8,355.9,353.85,76.0,80.0,78.0,10540.0,0.0,0.004885564799067022,49.14999999999998
1091,355.9,360.0,357.95,76.0,80.0,78.0,10340.0,0.0,0.00488556479906709,45.05000000000001
1092,0.0,4.0,2.0,80.0,84.0,82.0,13890.0,0.0,0.00482546637722207,41.0
1093,4.0,8.1,6.05,80.0,84.0,82.0,12820.0,0.0,0.0049461030366526205,36.95
1094,8.1,12.1,10.1,80.0,84.0,82.0,11690.0,1.0,0.00482546637722207,32.9
1095,12.1,16.2,14.149999999999999,80.0,84.0,82.0,10670.0,0.0,0.0049461030366526205,28.85
1096,16.2,20.2,18.2,80.0,84.0,82.0,10230.0,1.0,0.00482546637722207,24.8
1097,20.2,24.3,22.25,80.0,84.0,82.0,9905.0,0.0,0.004946103036652623,20.75
1098,24.3,28.3,26.3,80.0,84.0,82.0,9648.0,0.0,0.00482546637722207,16.7
1099,28.3,32.4,30.35,80.0,84.0,82.0,9545.0,0.0,0.004946103036652619,12.649999999999999
1100,32.4,36.4,34.4,80.0,84.0,82.0,9521.0,0.0,0.00482546637722207,8.600000000000001
1101,36.4,40.4,38.4,80.0,84.0,82.0,9861.0,2.0,0.00482546637722207,4.600000000000001
1102,40.4,44.5,42.45,80.0,84.0,82.0,9804.0,1.0,0.004946103036652623,0.5499999999999972
1103,44.5,48.5,46.5,80.0,84.0,82.0,9649.0,0.0,0.00482546637722207,356.5
1104,48.5,52.6,50.55,80.0,84.0,82.0,9506.0,0.0,0.004946103036652623,352.45
